PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE
0006-4837_071f8653-783b-4628-b0f6-7d26317b50ca,0006-4837,VACCINE,PNEUMOVAX 23,,pneumococcal vaccine polyvalent,"INJECTION, SOLUTION",INTRAMUSCULAR; SUBCUTANEOUS,20140721,,BLA,BLA101094,Merck Sharp & Dohme Corp.,STREPTOCOCCUS PNEUMONIAE TYPE 1 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 3 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9N CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9V CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 17F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN,25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25,ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL,"Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4841_9ae11ba9-4ab4-476e-82ad-921333bbdb7d,0006-4841,VACCINE,VAQTA,,"hepatitis A vaccine, inactivated","INJECTION, SUSPENSION",INTRAMUSCULAR,19960329,,BLA,BLA103606,Merck Sharp & Dohme Corp.,HEPATITIS A VIRUS STRAIN CR 326F ANTIGEN (FORMALDEHYDE INACTIVATED),50,[iU]/mL,"Inactivated Hepatitis A Virus Vaccine [EPC],Actively Acquired Immunity [PE],Hepatitis A Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4897_96eff106-f303-4140-b50f-34ebb8ad0fb8,0006-4897,VACCINE,PedvaxHIB,,Haemophilus b Conjugate Vaccine (Meningococcal Protein Conjugate),"INJECTION, SUSPENSION",INTRAMUSCULAR,19891220,,BLA,BLA103237,Merck Sharp & Dohme Corp.,HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE MENINGOCOCCAL OUTER MEMBRANE PROTEIN CONJUGATE ANTIGEN,7.5,ug/.5mL,"Inactivated Haemophilus Influenzae B Vaccine [EPC],Actively Acquired Immunity [PE],Haemophilus Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4943_071f8653-783b-4628-b0f6-7d26317b50ca,0006-4943,VACCINE,PNEUMOVAX 23,,pneumococcal vaccine polyvalent,"INJECTION, SOLUTION",INTRAMUSCULAR; SUBCUTANEOUS,19830707,,BLA,BLA101094,Merck Sharp & Dohme Corp.,STREPTOCOCCUS PNEUMONIAE TYPE 1 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 3 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9N CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9V CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 17F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN,25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25,ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL,"Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4963_531fec90-7b36-4a65-87a1-cfde58efbba6,0006-4963,VACCINE,ZOSTAVAX,,Zoster Vaccine Live,"INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",SUBCUTANEOUS,20060525,,BLA,BLA125123,Merck Sharp & Dohme Corp.,VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,19400,[PFU]/.65mL,"Live Attenuated Varicella Zoster Virus Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Attenuated [Chemical/Ingredient],Chickenpox Vaccine [Chemical/Ingredient],Live Attenuated Herpes Zoster Virus Vaccine [EPC],Herpes Zoster Vaccine [Chemical/Ingredient]",
0006-4981_1644ba2a-c49d-4c92-afe5-3fd922dbc8ae,0006-4981,VACCINE,RECOMBIVAX HB,,Hepatitis B Vaccine (Recombinant),"INJECTION, SUSPENSION",INTRAMUSCULAR; SUBCUTANEOUS,19860723,,BLA,BLA101066,Merck Sharp & Dohme Corp.,HEPATITIS B VIRUS SUBTYPE ADW HBSAG SURFACE PROTEIN ANTIGEN,5,ug/.5mL,"Inactivated Hepatitis B Virus Vaccine [EPC],Actively Acquired Immunity [PE],Hepatitis B Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4992_1644ba2a-c49d-4c92-afe5-3fd922dbc8ae,0006-4992,VACCINE,RECOMBIVAX HB,,Hepatitis B Vaccine (Recombinant),"INJECTION, SUSPENSION",INTRAMUSCULAR; SUBCUTANEOUS,19860723,,BLA,BLA101066,Merck Sharp & Dohme Corp.,HEPATITIS B VIRUS SUBTYPE ADW HBSAG SURFACE PROTEIN ANTIGEN,40,ug/mL,"Inactivated Hepatitis B Virus Vaccine [EPC],Actively Acquired Immunity [PE],Hepatitis B Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4995_1644ba2a-c49d-4c92-afe5-3fd922dbc8ae,0006-4995,VACCINE,RECOMBIVAX HB,,Hepatitis B Vaccine (Recombinant),"INJECTION, SUSPENSION",INTRAMUSCULAR; SUBCUTANEOUS,19860723,,BLA,BLA101066,Merck Sharp & Dohme Corp.,HEPATITIS B VIRUS SUBTYPE ADW HBSAG SURFACE PROTEIN ANTIGEN,10,ug/mL,"Inactivated Hepatitis B Virus Vaccine [EPC],Actively Acquired Immunity [PE],Hepatitis B Vaccines [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient]",
0006-4999_a67e41dc-692e-4f4f-b931-36e4ea467d9c,0006-4999,VACCINE,ProQuad,,"Measles, Mumps, Rubella and Varicella Virus Vaccine Live","INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",SUBCUTANEOUS,20050906,,BLA,BLA125108,Merck Sharp & Dohme Corp.,MEASLES VIRUS STRAIN ENDERS' ATTENUATED EDMONSTON LIVE ANTIGEN; MUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGEN; RUBELLA VIRUS STRAIN WISTAR RA 27/3 LIVE ANTIGEN; VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,1000; 20000; 1000; 9772,[TCID_50]/.5mL; [TCID_50]/.5mL; [TCID_50]/.5mL; [PFU]/.5mL,"Live Attenuated Measles Virus Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Attenuated [Chemical/Ingredient],Measles Vaccine [Chemical/Ingredient],Live Attenuated Mumps Virus Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Attenuated [Chemical/Ingredient],Mumps Vaccine [Chemical/Ingredient],Live Attenuated Rubella Virus Vaccine [EPC],Actively Acquired Immunity [PE],Rubella Vaccine [Chemical/Ingredient],Vaccines, Attenuated [Chemical/Ingredient],Live Attenuated Varicella Zoster Virus Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Attenuated [Chemical/Ingredient],Chickenpox Vaccine [Chemical/Ingredient],Live Attenuated Herpes Zoster Virus Vaccine [EPC],Herpes Zoster Vaccine [Chemical/Ingredient]",
0006-5420_214a1afa-d839-4f61-99ad-1b65cf7c0b5f,0006-5420,STANDARDIZED ALLERGENIC,RAGWITEK,,Short Ragweed Pollen Allergen Extract,TABLET,SUBLINGUAL,20140417,,BLA,BLA125478,Merck Sharp & Dohme Corp.,AMBROSIA ARTEMISIIFOLIA POLLEN,12,[Amb'a'1'U]/1,"Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient]",
0006-5423_dc8ac7d3-52d0-4e6b-b301-04f0013ddbaf,0006-5423,HUMAN PRESCRIPTION DRUG,BRIDION,,sugammadex,"INJECTION, SOLUTION",INTRAVENOUS,20151215,,NDA,NDA022225,Merck Sharp & Dohme Corp.,SUGAMMADEX SODIUM,100,mg/mL,gamma-Cyclodextrins [Chemical/Ingredient],
0006-5424_b1cd0874-ad29-49d3-a15f-6631fbd75e9a,0006-5424,PLASMA DERIVATIVE,ANTIVENIN,,Latrodectus mactans,KIT,,20141201,,BLA,BLA101062,Merck Sharp & Dohme Corp.,,,,,
0006-5425_dc8ac7d3-52d0-4e6b-b301-04f0013ddbaf,0006-5425,HUMAN PRESCRIPTION DRUG,BRIDION,,sugammadex,"INJECTION, SOLUTION",INTRAVENOUS,20151215,,NDA,NDA022225,Merck Sharp & Dohme Corp.,SUGAMMADEX SODIUM,100,mg/mL,gamma-Cyclodextrins [Chemical/Ingredient],
0006-9117_cf56f56a-26fc-4add-9dcd-b7ef4842f3d8,0006-9117,HUMAN PRESCRIPTION DRUG,SINGULAIR,,montelukast sodium,"TABLET, FILM COATED",ORAL,19980220,,NDA,NDA020829,Merck Sharp & Dohme Corp.,MONTELUKAST SODIUM,10,mg/1,"Leukotriene Receptor Antagonist [EPC],Leukotriene Receptor Antagonists [MoA]",
0006-9275_cf56f56a-26fc-4add-9dcd-b7ef4842f3d8,0006-9275,HUMAN PRESCRIPTION DRUG,SINGULAIR,,montelukast sodium,"TABLET, CHEWABLE",ORAL,19980220,,NDA,NDA020830,Merck Sharp & Dohme Corp.,MONTELUKAST SODIUM,5,mg/1,"Leukotriene Receptor Antagonist [EPC],Leukotriene Receptor Antagonists [MoA]",
0007-3370_c4959761-0667-4cf6-bf8b-f45dfd7b90f3,0007-3370,HUMAN PRESCRIPTION DRUG,COREG,CR,carvedilol phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,20070209,,NDA,NDA022012,GlaxoSmithKline LLC,CARVEDILOL PHOSPHATE,10,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-3371_c4959761-0667-4cf6-bf8b-f45dfd7b90f3,0007-3371,HUMAN PRESCRIPTION DRUG,COREG,CR,carvedilol phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,20070206,,NDA,NDA022012,GlaxoSmithKline LLC,CARVEDILOL PHOSPHATE,20,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-3372_c4959761-0667-4cf6-bf8b-f45dfd7b90f3,0007-3372,HUMAN PRESCRIPTION DRUG,COREG,CR,carvedilol phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,20070214,,NDA,NDA022012,GlaxoSmithKline LLC,CARVEDILOL PHOSPHATE,40,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-3373_c4959761-0667-4cf6-bf8b-f45dfd7b90f3,0007-3373,HUMAN PRESCRIPTION DRUG,COREG,CR,carvedilol phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,20070220,,NDA,NDA022012,GlaxoSmithKline LLC,CARVEDILOL PHOSPHATE,80,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-3650_be3263c9-a501-4d62-b452-b572a365ce1d,0007-3650,HUMAN PRESCRIPTION DRUG,DYAZIDE,,hydrochlorothiazide and triamterene,CAPSULE,ORAL,19940330,,NDA,NDA016042,GlaxoSmithKline LLC,HYDROCHLOROTHIAZIDE; TRIAMTERENE,25; 37.5,mg/1; mg/1,"Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient],Decreased Renal K+ Excretion [PE],Increased Diuresis [PE],Potassium-sparing Diuretic [EPC]",
0007-4139_c5a7f342-854f-4b98-9c44-b7b0af20d85b,0007-4139,HUMAN PRESCRIPTION DRUG,COREG,,carvedilol,"TABLET, FILM COATED",ORAL,19970603,,NDA,NDA020297,GlaxoSmithKline LLC,CARVEDILOL,3.125,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-4140_c5a7f342-854f-4b98-9c44-b7b0af20d85b,0007-4140,HUMAN PRESCRIPTION DRUG,COREG,,carvedilol,"TABLET, FILM COATED",ORAL,19970603,,NDA,NDA020297,GlaxoSmithKline LLC,CARVEDILOL,6.25,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-4141_c5a7f342-854f-4b98-9c44-b7b0af20d85b,0007-4141,HUMAN PRESCRIPTION DRUG,COREG,,carvedilol,"TABLET, FILM COATED",ORAL,19970603,,NDA,NDA020297,GlaxoSmithKline LLC,CARVEDILOL,12.5,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-4142_c5a7f342-854f-4b98-9c44-b7b0af20d85b,0007-4142,HUMAN PRESCRIPTION DRUG,COREG,,carvedilol,"TABLET, FILM COATED",ORAL,19970603,,NDA,NDA020297,GlaxoSmithKline LLC,CARVEDILOL,25,mg/1,"Adrenergic alpha-Antagonists [MoA],Adrenergic beta1-Antagonists [MoA],Adrenergic beta2-Antagonists [MoA],alpha-Adrenergic Blocker [EPC],beta-Adrenergic Blocker [EPC]",
0007-4201_e068e1b9-885e-4404-a3ed-17497de9e886,0007-4201,HUMAN PRESCRIPTION DRUG,HYCAMTIN,,topotecan hydrochloride,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19960607,,NDA,NDA020671,GlaxoSmithKline LLC,TOPOTECAN HYDROCHLORIDE,4,mg/4mL,"Topoisomerase Inhibitor [EPC],Topoisomerase Inhibitors [MoA]",
0007-4205_7113d074-3995-4ed4-adb8-fbd6ec053148,0007-4205,HUMAN PRESCRIPTION DRUG,HYCAMTIN,,topotecan hydrochloride,CAPSULE,ORAL,20080916,,NDA,NDA020981,GlaxoSmithKline LLC,TOPOTECAN HYDROCHLORIDE,0.25,mg/1,"Topoisomerase Inhibitor [EPC],Topoisomerase Inhibitors [MoA]",
0007-4207_7113d074-3995-4ed4-adb8-fbd6ec053148,0007-4207,HUMAN PRESCRIPTION DRUG,HYCAMTIN,,topotecan hydrochloride,CAPSULE,ORAL,20080916,,NDA,NDA020981,GlaxoSmithKline LLC,TOPOTECAN HYDROCHLORIDE,1,mg/1,"Topoisomerase Inhibitor [EPC],Topoisomerase Inhibitors [MoA]",
